name,price,price_per_gb,color,first_word_latency,cas_latency,speed_num,speed_value,modules_num,modules_value
Corsair Vengeance LPX 16 GB,3999.0,249.9,Black,11.667,14.0,4,2400,1,16
Corsair Vengeance LPX 128 GB,34999.0,273.4,Black,10.0,16.0,4,3200,8,16
Corsair Dominator Platinum RGB 64 GB,27499.0,429.7,Black,8.889,16.0,4,3600,4,16
ADATA Premier 16 GB,4398.0,274.90000000000003,Black,16.667,40.0,5,4800,1,16
PNY XLR8 16 GB,3999.0,249.9,Black / Red,12.003,16.0,4,2666,2,8
G.Skill Flare X5 96 GB,26999.0,281.2,Black,14.286,40.0,5,5600,2,48
G.Skill Ripjaws S5 32 GB,10699.0,334.3,White,10.667,32.0,5,6000,2,16
G.Skill Trident Z RGB 64 GB,21999.0,343.7,,8.75,14.0,4,3200,2,32
Corsair Vengeance LPX 32 GB,6998.0,218.7,Black / Yellow,13.333,16.0,4,2400,2,16
Kingston FURY Beast 16 GB,6371.0,398.20000000000005,Black,14.286,40.0,5,5600,1,16
Crucial CT2KIT25664AA800 4 GB,3149.0,787.2,Green,15.0,6.0,2,800,2,2
G.Skill Trident Z Royal 256 GB,67499.0,263.7,Silver,10.0,18.0,4,3600,8,32
Kingston FURY Beast RGB 8 GB,2999.0,374.90000000000003,Black / Silver,9.444,17.0,4,3600,1,8
TEAMGROUP T-Force Vulcan Z 32 GB,7298.0,228.10000000000002,Red,9.0,18.0,4,4000,2,16
Klevv CRAS X RGB 32 GB,7198.0,224.9,Black,10.0,18.0,4,3600,2,16
G.Skill Trident Z RGB 16 GB,5999.0,374.90000000000003,Black,10.0,18.0,4,3600,2,8
Patriot Viper Elite II 32 GB,5799.0,181.20000000000002,Red / Black,11.111,20.0,4,3600,1,32
TEAMGROUP T-Force Delta RGB 16 GB,7572.0,473.20000000000005,Black,10.0,16.0,4,3200,2,8
Kingston FURY Beast RGB 64 GB,21711.0,339.2,Black,15.833,38.0,5,4800,2,32
Crucial CT4G4DFS8213 4 GB,1600.0,400.0,Black / Green,14.065,15.0,4,2133,1,4
Gigabyte AORUS RGB 16 GB,13999.0,874.9000000000001,Gray,10.801,18.0,4,3333,2,8
TEAMGROUP T-Force Vulcan Z 32 GB,16999.0,531.2,Gray,7.778,14.0,4,3600,2,16
G.Skill Ripjaws V 32 GB,20579.0,643.1,Black,7.778,14.0,4,3600,2,16
G.Skill Trident Z Royal 16 GB,8999.0,562.4,Silver,8.889,16.0,4,3600,2,8
Corsair Vengeance RGB Pro SL 32 GB,11999.0,375.0,Black,10.0,16.0,4,3200,4,8
Kingston Fury Renegade RGB 32 GB,13601.0,425.0,Black / Silver,8.889,16.0,4,3600,4,8
Corsair Vengeance RGB RT 16 GB,6998.0,437.4,White / Black,10.0,18.0,4,3600,2,8
OLOy Blade RGB 16 GB,9599.0,599.9,Black,14.286,40.0,5,5600,2,8
Corsair Vengeance LPX 8 GB,12900.0,1612.5,Black / Yellow,10.667,16.0,4,3000,2,4
Corsair Dominator Platinum RGB 32 GB,15999.0,500.0,Black,12.0,36.0,5,6000,2,16
Kingston KSM48R40BD4TMM-64HMR 64 GB,28999.0,453.09999999999997,Green,16.667,40.0,5,4800,1,64
GeIL Orion RGB AMD Edition 32 GB,6998.999999999999,218.7,Red,10.0,18.0,4,3600,2,16
Kingston FURY Renegade 32 GB,8867.0,277.09999999999997,Black,10.0,16.0,4,3200,2,16
Corsair CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel XMP 2.0 Desktop Memory Model CMK64GX4M4X4000C18 64 GB,79928.0,1248.9,Black / Yellow,9.0,18.0,4,4000,4,16
G.Skill Trident Z5 32 GB,9799.0,306.2,Silver / Black,12.857,36.0,5,5600,2,16
Patriot Viper Elite II 16 GB,2899.0,181.20000000000002,Red / Black,11.25,18.0,4,3200,1,16
TEAMGROUP T-Force Vulcan Z 16 GB,3623.0,226.39999999999998,Gray,10.0,16.0,4,3200,1,16
Corsair Vengeance RGB RS 8 GB,2999.0,374.90000000000003,Black / Gray,10.0,16.0,4,3200,1,8
GeIL Orion RGB AMD Edition 32 GB,6299.0,196.8,Gray,10.0,16.0,4,3200,2,16
G.Skill Trident Z 32 GB,10109.0,315.9,Black / White,10.0,16.0,4,3200,2,16
Patriot Viper Steel 32 GB,5899.0,184.3,Gray,10.0,16.0,4,3200,1,32
Patriot Signature 8 GB,1499.0,187.4,Blue / Silver,13.75,11.0,3,1600,1,8
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,13999.0,437.5,Green,13.75,22.0,4,3200,1,32
G.Skill Trident Z5 Neo 32 GB,11499.0,359.3,Black,10.667,32.0,5,6000,2,16
TEAMGROUP T-Force Vulcan Z 64 GB,11799.0,184.4,Gray,10.0,18.0,4,3600,2,32
Kingston Fury Beast RGB Special Edition 16 GB,6702.0,418.9,White,10.0,16.0,4,3200,2,8
TEAMGROUP Elite 8 GB,2299.0,287.40000000000003,Black,16.154,42.0,5,5200,1,8
Corsair Dominator Platinum RGB 32 GB,16499.0,515.6,Black,10.0,16.0,4,3200,4,8
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,9599.0,300.0,Black,15.385,40.0,5,5200,2,16
Corsair Vengeance RGB 48 GB,16499.0,343.7,Black,14.286,40.0,5,5600,2,24
Corsair Vengeance RGB RT 32 GB,9999.0,312.5,White / Black,10.0,16.0,4,3200,2,16
Patriot Viper Elite II 16 GB,3699.0,231.2,Red / Black,11.111,20.0,4,3600,2,8
G.Skill Trident Z5 Neo RGB 96 GB,29799.0,310.40000000000003,Black,14.286,40.0,5,5600,2,48
G.Skill Trident Z RGB 128 GB,28999.0,226.6,Black,10.0,16.0,4,3200,4,32
Silicon Power SP016GBLTU160ND2J7 16 GB,2399.0,149.9,Gray,13.75,11.0,3,1600,2,8
Corsair Dominator Platinum RGB 16 GB,7998.0,499.9,White,10.0,16.0,4,3200,2,8
Patriot Signature Line 8 GB,1648.0,206.0,Green / Black,14.167,17.0,4,2400,1,8
G.Skill Trident Z Royal Elite 64 GB,30563.0,477.50000000000006,Gold,8.908,19.0,4,4266,2,32
G.Skill Trident Z Neo 256 GB,60999.0,238.3,Silver / Black,10.0,18.0,4,3600,8,32
Kingston Server Premier 32 GB,29898.0,934.3,,14.32,21.0,4,2933,1,32
Corsair Vengeance LPX 64 GB,14999.0,234.39999999999998,Black / Yellow,11.667,14.0,4,2400,4,16
PROXMEM KERBEROS 32 GB,7998.0,249.9,Black / Silver,15.385,40.0,5,5200,2,16
G.Skill Trident Z RGB 16 GB,16365.0,1022.8,Black,7.273,16.0,4,4400,2,8
TEAMGROUP T-Force Vulcan 64 GB,18499.0,289.0,Black,12.667,38.0,5,6000,2,32
G.Skill Ripjaws V 32 GB,6399.0,200.0,Red,10.0,16.0,4,3200,2,16
Patriot Viper Steel RGB 8 GB,2549.0,318.6,Black,11.111,20.0,4,3600,1,8
G.Skill Ripjaws V 32 GB,13469.0,420.9,Black,10.0,16.0,4,3200,4,8
Kingston HyperX Fury 16 GB,15490.0,968.0999999999999,White / Silver,10.718,10.0,3,1866,2,8
G.Skill Trident Z Neo 64 GB,14799.0,231.2,Black / Silver,10.0,16.0,4,3200,2,32
G.Skill Trident Z RGB 16 GB,5699.0,356.2,Black,10.0,16.0,4,3200,2,8
Corsair Vengeance 48 GB,14499.0,302.09999999999997,Black,14.615,38.0,5,5200,2,24
Kingston FURY Beast RGB 32 GB,13499.0,421.8,Black,13.846,36.0,5,5200,2,16
Patriot Signature Line 8 GB,2499.0,312.40000000000003,Black,16.667,40.0,5,4800,1,8
TEAMGROUP T-Create Expert 32 GB,10499.0,328.1,White,10.0,30.0,5,6000,2,16
Corsair Dominator Platinum RGB 32 GB,35400.0,1106.2,Black,8.0,16.0,4,4000,2,16
Mushkin Redline Lumina 16 GB,4599.0,287.40000000000003,Black,10.0,18.0,4,3600,2,8
TEAMGROUP T-Force Delta RGB 32 GB,15999.0,500.0,Black / Silver,9.714,34.0,5,7000,2,16
Kingston FURY Renegade 32 GB,14962.0,467.6,Black,8.908,19.0,4,4266,2,16
G.Skill NT 16 GB,9587.0,599.2,Black,14.065,15.0,4,2133,2,8
TEAMGROUP Elite 16 GB,4999.0,312.40000000000003,Black,16.0,48.0,5,6000,1,16
Kingston FURY 16 GB,8011.0,500.7,White,14.286,40.0,5,5600,1,16
G.Skill Trident Z5 64 GB,21699.0,339.0,Black,10.667,32.0,5,6000,2,32
Mushkin Enhanced Redline Stiletto 32 GB,7998.999999999999,250.0,Black,9.0,18.0,4,4000,2,16
G.Skill Trident Z Royal 64 GB,21999.0,343.7,Silver,8.889,16.0,4,3600,2,32
TEAMGROUP Elite Plus 64 GB,14799.0,231.2,Silver,16.667,40.0,5,4800,2,32
PNY XLR8 Gaming EPIC-X RGB 16 GB,6598.999999999999,412.4,Black,8.636,19.0,4,4400,2,8
G.Skill Aegis 16 GB,2999.0,187.4,Red / Black,10.667,16.0,4,3000,1,16
Corsair Vengeance LPX 64 GB,13499.0,210.9,Black / Yellow,12.003,16.0,4,2666,2,32
Kingston FURY Beast 16 GB,6009.0,375.59999999999997,Black / Silver,15.833,38.0,5,4800,1,16
G.Skill NT 16 GB,9600.0,600.0,Black,12.5,15.0,4,2400,2,8
V-Color Prism Pro 32 GB,7898.999999999999,246.8,Black,10.0,18.0,4,3600,2,16
Corsair Vengeance RGB 64 GB,27313.0,426.79999999999995,Black / Gray,14.286,40.0,5,5600,2,32
G.Skill Trident Z Neo 32 GB,24599.0,768.7,Black / White,7.778,14.0,4,3600,2,16
G.Skill Trident Z5 64 GB,21699.0,339.0,Silver / Black,10.667,32.0,5,6000,2,32
Corsair Dominator Platinum RGB 32 GB,15499.0,484.3,Black / Silver,12.857,36.0,5,5600,2,16
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,4499.0,281.2,Black / Gold,10.0,16.0,4,3200,2,8
TEAMGROUP T-Force Delta RGB 64 GB,18999.0,296.9,Black / Silver,12.857,36.0,5,5600,2,32
Corsair Vengeance RGB RT 32 GB,12999.0,406.20000000000005,Black,9.0,18.0,4,4000,2,16
G.Skill Ares 16 GB,5632.0,352.0,Black / Blue,9.167,11.0,3,2400,2,8
Kingston Server Premier 16 GB,4999.0,312.40000000000003,,13.75,22.0,4,3200,1,16
Corsair Vengeance 8 GB,3999.0,499.9,Black / Silver,12.5,10.0,3,1600,1,8
Corsair Vengeance RGB Pro SL 256 GB,69999.0,273.4,Black,10.0,16.0,4,3200,8,32
G.Skill Aegis 8 GB,2635.0,329.4,Black / Red,12.5,15.0,4,2400,2,4
G.Skill Ripjaws V 128 GB,36999.0,289.1,Red,8.889,16.0,4,3600,4,32
Timetec FBA_75TT160UL1R8-4G 16 GB,1698.0,106.1,Black,13.75,11.0,3,1600,2,8
Kingston FURY Beast RGB 64 GB,23399.0,365.6,Black,12.857,36.0,5,5600,2,32
G.Skill Value 16 GB,4322.0,270.1,Black,13.75,11.0,3,1600,2,8
Timetec PINNACLE Konduit RGB 16 GB,3699.0,231.2,White,10.0,16.0,4,3200,1,16
G.Skill Trident Z5 RGB 32 GB,13999.0,437.5,Black,10.303,34.0,5,6600,2,16
Kingston FURY Beast RGB 32 GB,12499.0,390.6,Black,13.333,40.0,5,6000,1,32
G.Skill Ripjaws 16 GB,6180.0,386.2,Black / Red,12.5,15.0,4,2400,4,4
Corsair Vengeance RGB Pro 256 GB,66499.0,259.8,White,10.0,16.0,4,3200,8,32
G.Skill Value 8 GB,1985.0,248.1,Green,13.503,9.0,3,1333,2,4
G.Skill Trident Z5 Neo 32 GB,10999.0,343.7,Black,10.714,30.0,5,5600,2,16
Corsair Vengeance RGB Pro SL 64 GB,33999.0,531.2,Black,9.0,18.0,4,4000,2,32
Silicon Power XPOWER Zenith Gaming 64 GB,18898.0,295.3,White,14.286,40.0,5,5600,2,32
TEAMGROUP T-Force Dark Za 32 GB,19131.0,597.8,Black,10.0,16.0,4,3200,2,16
Corsair Vengeance RGB 96 GB,29499.0,307.3,Black,14.615,38.0,5,5200,2,48
Corsair Vengeance 64 GB,17999.0,281.2,White / Gray,14.286,40.0,5,5600,2,32
Corsair Vengeance LPX 16 GB,13988.999999999998,874.3000000000001,Red,10.0,15.0,4,3000,2,8
TEAMGROUP T-Force Vulcan Z 16 GB,3399.0,212.4,Red,10.0,16.0,4,3200,2,8
Mushkin Proline 16 GB,4288.0,268.0,,13.75,22.0,4,3200,1,16
Mushkin Redline 32 GB,9799.0,306.2,Black,12.0,36.0,5,6000,2,16
Kingston FURY Beast 64 GB,17441.0,272.5,Black,10.0,18.0,4,3600,4,16
Crucial CT16G4WFD8213 16 GB,9500.0,593.8,Green,14.065,15.0,4,2133,1,16
Patriot Viper Steel 32 GB,5999.0,187.5,Gray,10.0,18.0,4,3600,1,32
Kingston FURY Beast 32 GB,11187.0,349.6,Black,10.179,19.0,4,3733,2,16
Gigabyte AORUS RGB 16 GB,14090.0,880.5999999999999,Black,9.091,20.0,4,4400,2,8
GeIL EVO SPEAR 16 GB,4999.0,312.40000000000003,Black / Orange,10.667,16.0,4,3000,2,8
Kingston ValueRAM 2 GB,1691.0,845.5,Green,15.0,6.0,2,800,1,2
TEAMGROUP Elite 16 GB,2899.0,181.20000000000002,Black,13.75,22.0,4,3200,2,8
Corsair Vengeance LPX 32 GB,6798.999999999999,212.5,Red,10.0,18.0,4,3600,2,16
Patriot Viper Elite II 32 GB,5499.0,171.8,Red / Black,11.25,18.0,4,3200,1,32
TEAMGROUP T-Force Delta RGB 16 GB,11499.0,718.7,Black,7.778,14.0,4,3600,2,8
V-Color Manta XPrism RGB 64 GB,23999.0,375.0,Silver,11.333,34.0,5,6000,2,32
PNY XLR8 Gaming EPIC-X RGB 16 GB,5999.0,374.90000000000003,Black,9.048,19.0,4,4200,2,8
TEAMGROUP Elite Plus 16 GB,4599.0,287.40000000000003,Black,14.286,40.0,5,5600,1,16
G.Skill Trident Z RGB 32 GB,11499.0,359.3,Black,10.0,16.0,4,3200,4,8
Crucial Ballistix MAX RGB 16 GB,19941.0,1246.3,Black,9.0,18.0,4,4000,2,8
Crucial CT8G4DFS832A 8 GB,3133.0,391.59999999999997,Green / Black,13.75,22.0,4,3200,1,8
Kingston Server Premier 8 GB,2975.0,371.9,,14.254,19.0,4,2666,1,8
Corsair Vengeance RGB Pro SL 64 GB,18999.0,296.9,Black,10.0,16.0,4,3200,4,16
G.Skill Trident Z Neo 16 GB,11590.0,724.4,Silver / Black,8.889,16.0,4,3600,2,8
G.Skill Ripjaws S5 48 GB,14999.0,312.5,Black,13.333,40.0,5,6000,2,24
G.Skill Ripjaws S5 64 GB,18999.0,296.9,Black,10.714,30.0,5,5600,2,32
G.Skill Trident Z Royal 32 GB,22900.0,715.6,Silver,8.889,16.0,4,3600,2,16
Samsung M393A2G40DB0-CPB 16 GB,5149.0,321.8,Black / Green,14.065,15.0,4,2133,1,16
G.Skill Trident Z Royal 128 GB,34599.0,270.3,Silver,10.0,18.0,4,3600,4,32
Corsair Vengeance 32 GB,11999.0,375.0,Black,11.613,36.0,5,6200,2,16
Kingston FURY Beast RGB 64 GB,16458.0,257.2,Black,10.0,16.0,4,3200,2,32
TEAMGROUP Elite 32 GB,5499.0,171.8,Black,14.254,19.0,4,2666,2,16
Kingston FURY 16 GB,7206.0,450.4,White,15.385,40.0,5,5200,1,16
G.Skill Trident Z RGB 64 GB,38762.0,605.7,Black,8.75,14.0,4,3200,4,16
Kingston KCP426NS8/8 8 GB,2437.0,304.59999999999997,Green / Black,14.254,19.0,4,2666,1,8
G.Skill Trident Z Royal 128 GB,73700.0,575.8,Gold,8.889,16.0,4,3600,4,32
Kingston KVR13N9K2/16 16 GB,11897.0,743.6,Green,13.503,9.0,3,1333,2,8
Crucial CT4G4DFS8266 4 GB,1458.0,364.5,Green / Black,14.254,19.0,4,2666,1,4
Samsung MV-3V4G3D/US 8 GB,30636.0,3829.5,Black,13.75,11.0,3,1600,2,4
TEAMGROUP Elite 8 GB,1499.0,187.4,Black,13.75,22.0,4,3200,1,8
Patriot Venom RGB 32 GB,11299.0,353.1,Black / White,12.903,40.0,5,6200,2,16
Kingston Fury Renegade RGB 16 GB,11460.0,716.2,Silver / Black,10.0,32.0,5,6400,1,16
Samsung M393A2G40EB1-CRC 16 GB,2649.0,165.6,Black / Green,14.167,17.0,4,2400,1,16
Corsair Vengeance RGB Pro 32 GB,9999.0,312.5,Black,10.91,16.0,4,2933,2,16
Patriot Viper Steel 16 GB,3799.0,237.4,Silver / Black,10.667,16.0,4,3000,2,8
Kingston ValueRAM 64 GB,24999.0,390.6,Black / Green,14.065,15.0,4,2133,4,16
Crucial CT16G4DFD8266 16 GB,5661.0,353.79999999999995,Green / Black,14.254,19.0,4,2666,1,16
G.Skill Value 8 GB,2197.0,274.6,Black,14.167,17.0,4,2400,2,4
G.Skill Aegis 4 GB,1479.0,369.7,Black / Red,12.5,15.0,4,2400,1,4
Kingston FURY Beast RGB 32 GB,7498.0,234.3,Black / Silver,10.0,16.0,4,3200,1,32
G.Skill TridentZ RGB 32 GB,25062.0,783.1999999999999,Black,8.0,16.0,4,4000,2,16
TEAMGROUP T-Force Xtreem ARGB 16 GB,7198.0,449.9,White,9.0,18.0,4,4000,2,8
Patriot Viper Steel RGB 64 GB,11899.0,185.9,Black,11.25,18.0,4,3200,2,32
TEAMGROUP T-Force Vulcan Z 16 GB,3799.0,237.4,Red / Black,10.0,18.0,4,3600,2,8
OLOy MD4U323216DJDA 64 GB,12199.0,190.6,Black,10.0,16.0,4,3200,2,32
TEAMGROUP T-Force Delta RGB 32 GB,8299.0,259.3,Black,15.385,40.0,5,5200,2,16
Neo Forza Trinity 32 GB,33499.0,1046.8,Black,12.5,40.0,5,6400,2,16
Kingston FURY Renegade 16 GB,5274.0,329.59999999999997,Black,8.889,16.0,4,3600,1,16
GeIL Orion AMD Edition 16 GB,3799.0,237.4,Gray,10.0,16.0,4,3200,2,8
Patriot Viper Steel RGB 16 GB,4499.0,281.2,Black,11.25,18.0,4,3200,2,8
Corsair Vengeance RGB Pro 16 GB,6498.0,406.1,White,10.0,15.0,4,3000,2,8
G.Skill Trident Z5 RGB 32 GB,11499.0,359.3,White / Black,10.714,30.0,5,5600,2,16
Corsair Dominator Platinum RGB 64 GB,24299.0,379.7,Black,14.286,40.0,5,5600,2,32
Corsair Vengeance LPX 128 GB,26999.0,210.9,Black / Yellow,12.003,16.0,4,2666,4,32
G.Skill Trident Z Royal 32 GB,22900.0,715.6,Gold,8.889,16.0,4,3600,2,16
Corsair Vengeance RGB Pro SL 64 GB,16999.0,265.6,Black,10.0,18.0,4,3600,2,32
Kingston FURY Renegade 32 GB,12003.0,375.09999999999997,Black,9.5,19.0,4,4000,2,16
Corsair Vengeance LP 16 GB,7998.0,499.9,Black / Yellow,12.5,10.0,3,1600,2,8
Corsair ValueSelect 4 GB,1499.0,374.8,Black,13.333,16.0,4,2400,1,4
Kingston ValueRAM 16 GB,3775.0,235.9,,13.75,22.0,4,3200,1,16
Crucial Ballistix Sport 1 GB,925.0,925.0,Black / Silver,12.5,10.0,3,1600,1,1
G.Skill Trident Z Neo 128 GB,35281.0,275.59999999999997,Black / Silver,10.0,16.0,4,3200,4,32
TEAMGROUP T-Create Expert 32 GB,14999.0,468.70000000000005,White,9.444,34.0,5,7200,2,16
G.Skill Ripjaws V 32 GB,6898.0,215.60000000000002,Red,12.5,15.0,4,2400,2,16
Kingston FURY Renegade 16 GB,5430.0,339.40000000000003,Black,9.752,13.0,4,2666,2,8
GeIL Polaris 32 GB,8699.0,271.8,Black,16.429,46.0,5,5600,2,16
GeIL Orion RGB AMD Edition 16 GB,3999.0,249.9,Gray,10.0,18.0,4,3600,2,8
Kingston FURY Renegade 16 GB,35867.0,2241.7000000000003,Black,7.793,20.0,4,5133,2,8
Corsair Dominator Platinum RGB 128 GB,41499.0,324.2,Black,10.0,16.0,4,3200,4,32
ADATA XPG CASTER RGB 32 GB,12699.0,396.8,Black / Silver,13.333,40.0,5,6000,2,16
Corsair Vengeance RGB Pro 8 GB,3499.0,437.4,Black,10.0,16.0,4,3200,1,8
G.Skill Ripjaws V 8 GB,2299.0,287.40000000000003,Red / Black,14.254,19.0,4,2666,1,8
Micron MT8JTF51264AZ-1G6E1 4 GB,1998.0,499.5,Black / Green,13.75,11.0,3,1600,1,4
TEAMGROUP T-Force Vulcan 32 GB,9499.0,296.8,Red,12.5,40.0,5,6400,2,16
Corsair Vengeance RGB RT 64 GB,17499.0,273.4,Black,10.0,16.0,4,3200,2,32
Patriot Viper Elite II 64 GB,11499.0,179.7,Red / Black,11.111,20.0,4,3600,2,32
Corsair Dominator Platinum RGB 16 GB,11999.0,749.9,White,9.5,19.0,4,4000,2,8
Corsair Vengeance RGB Pro SL 16 GB,6998.0,437.4,Black,10.0,18.0,4,3600,2,8
PNY XLR8 Gaming EPIC-X RGB 32 GB,6998.999999999999,218.7,White,10.0,16.0,4,3200,2,16
Crucial CT2K16G52C42U5 32 GB,9499.0,296.8,Black,16.154,42.0,5,5200,2,16
Kingston FURY 32 GB,14206.0,443.9,White,14.286,40.0,5,5600,1,32
Mushkin Enhanced Redline Stiletto 32 GB,7998.999999999999,250.0,Black,8.75,14.0,4,3200,2,16
Timetec PINNACLE Konduit 16 GB,3599.0,224.9,Black,10.0,16.0,4,3200,2,8
Corsair Dominator Platinum 32 GB,84800.0,2650.0,Black / Silver,10.0,16.0,4,3200,2,16
G.Skill Ripjaws V 128 GB,46718.0,365.0,Red,8.75,14.0,4,3200,4,32
Crucial CT8G4DFS8213 8 GB,3500.0,437.5,Black / Green,14.065,15.0,4,2133,1,8
Patriot Viper Elite II 8 GB,2299.0,287.40000000000003,Red / Black,10.0,20.0,4,4000,1,8
Corsair Vengeance 48 GB,15999.0,333.3,Black,14.286,40.0,5,5600,2,24
TEAMGROUP T-Force DELTAα RGB 32 GB,9999.0,312.5,White,14.286,40.0,5,5600,2,16
Mushkin Redline Lumina 32 GB,9499.0,296.8,Black,9.194,19.0,4,4133,2,16
G.Skill Ripjaws V 16 GB,9499.0,593.7,Black,8.0,16.0,4,4000,2,8
TEAMGROUP Team T-Force aTF10D416G3600HC18JDC01XTREEM ARGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF10D416G3600HC18JDC01 16 GB,5999.0,374.90000000000003,Black,10.0,18.0,4,3600,2,8
TEAMGROUP T-Create Classic 64 GB,11499.0,179.7,Silver,13.75,22.0,4,3200,2,32
Neo Forza MARS 16 GB,4999.0,312.40000000000003,Gray / Black,8.636,19.0,4,4400,2,8
TEAMGROUP T-Force Delta RGB 32 GB,11299.0,353.1,Black,12.258,38.0,5,6200,2,16
Corsair Vengeance LPX 8 GB,2499.0,312.40000000000003,Black / Yellow,11.667,14.0,4,2400,1,8
ADATA XPG LANCER RGB 32 GB,16919.0,528.7,White,14.615,38.0,5,5200,2,16
TEAMGROUP T-Force Delta RGB 16 GB,4651.0,290.7,White,10.0,16.0,4,3200,2,8
Patriot Signature Line 16 GB,4999.0,312.40000000000003,Black,16.667,40.0,5,4800,2,8
G.Skill Trident Z RGB 32 GB,8399.0,262.5,Black,10.667,16.0,4,3000,2,16
Crucial Ballistix Sport 4 GB,3970.000000000001,992.5000000000001,Black / Silver,11.25,9.0,3,1600,1,4
G.Skill Trident Z Neo 32 GB,20999.0,656.2,Black / Silver,8.0,16.0,4,4000,2,16
G.Skill Ripjaws V 64 GB,24089.0,376.4,Black,8.889,16.0,4,3600,2,32
Samsung M393B2G70DB0-YK0 16 GB,2899.0,181.20000000000002,Black / Green,13.75,11.0,3,1600,1,16
Crucial CT16G52C42U5 16 GB,4699.0,293.7,Black,16.154,42.0,5,5200,1,16
Patriot Viper Elite II 32 GB,5999.0,187.5,Red / Black,11.111,20.0,4,3600,2,16
G.Skill Trident Z Royal 32 GB,18771.0,586.5999999999999,Silver,10.0,16.0,4,3200,4,8
G.Skill Ripjaws S5 64 GB,16999.0,265.6,Black,13.846,36.0,5,5200,2,32
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,19500.0,1218.8,Black,10.0,16.0,4,3200,2,8
G.Skill Ripjaws 32 GB,8999.0,281.2,Black / Silver,14.167,34.0,5,4800,2,16
G.Skill Ripjaws 64 GB,10399.0,162.5,Blue / Black,13.75,22.0,4,3200,2,32
G.Skill Trident Z5 RGB 32 GB,11499.0,359.3,Black,10.714,30.0,5,5600,2,16
G.Skill Ripjaws S5 32 GB,9999.0,312.5,Black,10.714,30.0,5,5600,2,16
Kingston FURY Renegade 16 GB,8280.0,517.5,White / Silver,10.667,32.0,5,6000,1,16
TEAMGROUP Elite Plus 32 GB,7498.0,234.3,Silver,16.667,40.0,5,4800,2,16
Kingston FURY Beast 32 GB,12423.0,388.2,Black / Silver,13.333,40.0,5,6000,1,32
TEAMGROUP T-Create Expert 96 GB,40999.0,427.09999999999997,Black,10.588,36.0,5,6800,2,48
ADATA XPG SPECTRIX D50 32 GB,18300.0,571.9,Black,10.0,16.0,4,3200,1,32
V-Color Manta XPrism RGB 32 GB,23828.0,744.6,Silver,10.0,36.0,5,7200,2,16
Corsair Vengeance 64 GB,17999.0,281.2,Black / Gray,16.364,36.0,5,4400,2,32
ADATA XPG GAMMIX D45 32 GB,10077.0,314.9,Black,10.0,18.0,4,3600,2,16
Silicon Power SP032GBSFU320X22 32 GB,4879.0,152.5,,13.75,22.0,4,3200,2,16
Mushkin Redline 32 GB,8985.0,280.79999999999995,White,8.75,14.0,4,3200,2,16
Corsair Vengeance RGB Pro 32 GB,40380.0,1261.9,Black,7.778,14.0,4,3600,2,16
Corsair Vengeance RGB Pro 32 GB,14999.0,468.70000000000005,Black,10.0,18.0,4,3600,4,8
Corsair Dominator Platinum RGB 32 GB,13999.0,437.5,Gray / Black,15.385,40.0,5,5200,2,16
TEAMGROUP Elite 16 GB,3999.0,249.9,Black,16.429,46.0,5,5600,1,16
G.Skill Trident Z Royal 16 GB,8799.0,549.9,Silver,8.908,19.0,4,4266,2,8
Kingston ValueRAM 2 GB,1240.0,620.0,Green,14.993,5.0,2,667,1,2
G.Skill Ripjaws V 8 GB,3499.0,437.4,Red,10.0,16.0,4,3200,2,4
G.Skill TridentZ RGB 16 GB,12728.0,795.5,Black,8.5,17.0,4,4000,2,8
G.Skill Ripjaws V 16 GB,3999.0,249.9,Silver,12.5,15.0,4,2400,2,8
G.Skill Trident Z5 RGB 32 GB,10999.0,343.7,Silver / Black,13.333,40.0,5,6000,2,16
OLOy Blade RGB 16 GB,9999.0,624.9,Silver,7.778,14.0,4,3600,2,8
Kingston FURY Beast RGB 16 GB,4658.0,291.1,Black,10.0,16.0,4,3200,1,16
Kingston Fury Renegade RGB 16 GB,11877.0,742.3,Silver / Black,10.667,32.0,5,6000,1,16
G.Skill Ripjaws V 256 GB,48635.0,190.0,Red,14.254,19.0,4,2666,8,32
PROXMEM UNDERWORLD TUF 32 GB,10499.0,328.1,Black / Gray,10.0,28.0,5,5600,2,16
G.Skill Flare X5 48 GB,14999.0,312.5,Black,13.333,40.0,5,6000,2,24
Patriot Signature 16 GB,2499.0,156.20000000000002,Black,13.75,11.0,3,1600,2,8
TEAMGROUP T-Force Delta RGB 16 GB,5999.0,374.90000000000003,White,7.778,14.0,4,3600,2,8
Lexar Hades RGB 32 GB,6998.0,218.7,Black,10.0,18.0,4,3600,2,16
TEAMGROUP Elite 16 GB,3699.0,231.2,Black,16.667,40.0,5,4800,1,16
TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,9999.0,312.5,Black / Silver,14.286,40.0,5,5600,2,16
