name,price,price_per_gb,color,first_word_latency,cas_latency,speed_num,speed_value,modules_num,modules_value
Kingston FURY Beast 8 GB,3311.0,413.90000000000003,Black,10.179,19.0,4,3733,1,8
Corsair Vengeance RGB Pro 16 GB,13455.000000000002,840.9000000000001,Black,10.0,16.0,4,3200,1,16
Kingston ValueRAM 8 GB,2428.0,303.5,,13.75,22.0,4,3200,1,8
Corsair Dominator Platinum RGB 64 GB,25970.0,405.79999999999995,Gray / Black,15.385,40.0,5,5200,2,32
Corsair Dominator Platinum RGB 64 GB,22999.0,359.4,Black,15.385,40.0,5,5200,2,32
Kingston FURY Impact 32 GB,7398.0,231.2,Black,12.5,20.0,4,3200,2,16
Kingston Server Premier 16 GB,5243.0,327.7,,13.75,22.0,4,3200,1,16
Mushkin Redline Lumina 32 GB,9761.0,305.0,White,9.194,19.0,4,4133,2,16
Mushkin Redline Lumina 64 GB,17143.0,267.9,White,8.889,16.0,4,3600,2,32
G.Skill Trident Z RGB 16 GB,5499.0,343.7,Black,13.503,18.0,4,2666,2,8
G.Skill Trident Z RGB 32 GB,29900.0,934.4,Black,9.5,19.0,4,4000,2,16
Mushkin Enhanced Redline 64 GB,18999.0,296.9,Black,12.857,36.0,5,5600,2,32
TEAMGROUP T-Create Expert 32 GB,14999.0,468.70000000000005,Black,9.444,34.0,5,7200,2,16
G.Skill Trident Z Royal 64 GB,40300.0,629.6999999999999,Silver,10.0,16.0,4,3200,4,16
Kingston ValueRAM 16 GB,3699.0,231.2,,13.75,22.0,4,3200,1,16
Patriot Signature Line 32 GB,8499.0,265.6,Black,16.667,40.0,5,4800,2,16
Corsair Vengeance Pro 16 GB,8999.0,562.4,Black / Silver,11.25,9.0,3,1600,2,8
Patriot Signature Line 64 GB,15680.000000000002,245.00000000000003,Black,13.75,22.0,4,3200,2,32
GeIL Orion AMD Edition 16 GB,3999.0,249.9,Gray,10.0,18.0,4,3600,2,8
OLOy Blade RGB 64 GB,26299.0,410.9,Black,10.667,32.0,5,6000,2,32
Corsair Vengeance LPX 32 GB,17129.0,535.3,White,10.0,16.0,4,3200,4,8
G.Skill Trident Z RGB 16 GB,22499.0,1406.2,Black,7.826,18.0,4,4600,2,8
G.Skill Sniper X 32 GB,18071.0,564.7,Black / White,10.556,19.0,4,3600,2,16
Patriot Signature Line 16 GB,2799.0,174.9,Black,14.254,19.0,4,2666,1,16
Kingston FURY Beast RGB 16 GB,7266.0,454.1,Black,14.286,40.0,5,5600,1,16
TEAMGROUP T-Force Vulcan Z 8 GB,2389.0,298.6,Gray,10.0,18.0,4,3600,1,8
Kingston Fury Renegade RGB 8 GB,4003.0,500.4,Black,8.889,16.0,4,3600,1,8
Crucial CT2K16G3ERSLD4160B 32 GB,10997.0,343.7,Green,13.75,11.0,3,1600,2,16
Kingston FURY Beast 32 GB,7690.000000000001,240.3,Black,12.003,16.0,4,2666,1,32
G.Skill TridentZ RGB 32 GB,28767.0,899.0,Black,7.727,17.0,4,4400,2,16
G.Skill Sniper X 16 GB,6297.0,393.6,Black / Camo,10.0,16.0,4,3200,2,8
G.Skill Trident Z RGB 32 GB,29999.0,937.5,,7.778,14.0,4,3600,4,8
G.Skill Aegis 8 GB,2355.0,294.4,Black / Red,12.5,15.0,4,2400,1,8
TEAMGROUP T-Force Dark Z 16 GB,11613.0,725.8,Red / Black,10.0,16.0,4,3200,2,8
Neo Forza FAYE 16 GB,7798.999999999999,487.4,Black / Silver,9.5,19.0,4,4000,2,8
ADATA XPG GAMMIX D45 32 GB,11599.0,362.5,Black,10.0,16.0,4,3200,2,16
G.Skill Ares 8 GB,3222.0,402.7,Black / Blue,9.167,11.0,3,2400,2,4
G.Skill Trident Z Neo 32 GB,32950.0,1029.7,Black / Silver,8.75,14.0,4,3200,4,8
Corsair Vengeance RGB RT 32 GB,12999.0,406.20000000000005,White / Black,10.0,16.0,4,3200,4,8
Corsair Dominator Platinum RGB 64 GB,23999.0,375.0,Black,10.0,16.0,4,3200,4,16
Corsair Vengeance RGB Pro SL 16 GB,9999.0,624.9,Black,9.0,18.0,4,4000,2,8
Kingston FURY Renegade 8 GB,3753.0,469.09999999999997,Black,9.5,19.0,4,4000,1,8
Corsair Vengeance RGB RS 16 GB,4999.0,312.40000000000003,Black,10.0,18.0,4,3600,1,16
G.Skill Ripjaws V 256 GB,49084.0,191.70000000000002,Black,13.503,18.0,4,2666,8,32
G.Skill Trident Z RGB 32 GB,39995.0,1249.8,Black,10.0,15.0,4,3000,4,8
Kingston ValueRAM 4 GB,1648.0,412.0,Green / Black,14.254,19.0,4,2666,1,4
V-Color TD48G26S819-VC 8 GB,1999.0,249.9,Black,14.254,19.0,4,2666,1,8
G.Skill Ripjaws X 8 GB,2856.0,357.0,Black / Red,10.718,10.0,3,1866,1,8
Kingston FURY Impact 16 GB,6299.0,393.7,Black,14.286,40.0,5,5600,1,16
Corsair Vengeance 64 GB,11299.0,176.5,Black,13.75,22.0,4,3200,2,32
Silicon Power SU032GBSFU266B22AB 32 GB,4797.0,149.9,Black,14.254,19.0,4,2666,2,16
Corsair Dominator Platinum RGB 64 GB,27499.0,429.7,Black,8.889,16.0,4,3600,4,16
G.Skill Trident Z RGB 32 GB,21999.0,687.5,Black,9.444,17.0,4,3600,2,16
G.Skill Trident Z RGB 128 GB,38999.0,304.7,Black,8.889,16.0,4,3600,4,32
TEAMGROUP T-Create Expert 64 GB,19499.0,304.7,White,10.625,34.0,5,6400,2,32
G.Skill Ripjaws Z 32 GB,10187.0,318.29999999999995,Black / Red,10.718,10.0,3,1866,4,8
G.Skill Trident Z RGB 32 GB,9670.0,302.2,Black,12.5,15.0,4,2400,2,16
OLOy Blade RGB 32 GB,18999.0,593.7,Black,10.0,36.0,5,7200,2,16
Corsair Dominator Platinum RGB 64 GB,20999.0,328.1,Black,10.0,16.0,4,3200,2,32
Kingston Server Premier 8 GB,3354.0,419.20000000000005,,13.75,22.0,4,3200,1,8
G.Skill Ares 32 GB,10861.0,339.40000000000003,Black / Red,10.314,11.0,3,2133,4,8
Patriot Viper Steel 16 GB,2999.0,187.4,Silver / Black,10.667,16.0,4,3000,1,16
Corsair Vengeance LPX 16 GB,8499.0,531.2,Black,9.0,18.0,4,4000,2,8
G.Skill Trident Z5 RGB 32 GB,13162.0,411.30000000000007,Black,14.286,40.0,5,5600,2,16
Crucial CT4K8G4DFS8266 32 GB,11999.0,375.0,Green,14.254,19.0,4,2666,4,8
Crucial Ballistix 16 GB,8499.0,531.2,White,12.003,16.0,4,2666,2,8
TEAMGROUP T-Force Xtreem ARGB 32 GB,28999.0,906.1999999999999,,9.0,18.0,4,4000,2,16
Patriot Signature Line 32 GB,11121.0,347.5,,13.75,22.0,4,3200,1,32
Kingston KVR16N11S8/4 4 GB,2257.0,564.3,Green,13.75,11.0,3,1600,1,4
G.Skill Trident Z Neo 16 GB,5499.0,343.7,Silver / Black,10.667,16.0,4,3000,2,8
Corsair Vengeance RGB Pro 32 GB,33531.0,1047.8,Black,9.0,18.0,4,4000,2,16
Kingston KVR800D2S6/2G 2 GB,1174.0,587.0,Green,15.0,6.0,2,800,1,2
G.Skill Ripjaws 16 GB,3913.000000000001,244.60000000000002,Black,13.333,16.0,4,2400,2,8
Corsair Vengeance Performance 16 GB,4299.0,268.7,Black / Yellow,13.503,18.0,4,2666,2,8
Kingston Fury Renegade RGB 64 GB,21762.0,340.0,Black / Silver,8.889,16.0,4,3600,4,16
G.Skill Trident Z5 RGB 64 GB,20499.0,320.3,Black,12.857,36.0,5,5600,2,32
TEAMGROUP T-Create Expert 16 GB,8999.0,562.4,Gray,7.778,14.0,4,3600,2,8
G.Skill Trident Z Royal Elite 64 GB,56999.0,890.6,Silver,7.778,14.0,4,3600,4,16
Kingston Fury Renegade RGB 32 GB,9496.0,296.7,Black,10.0,16.0,4,3200,2,16
G.Skill Trident Z RGB 16 GB,8999.0,562.4,Black,9.444,17.0,4,3600,2,8
G.Skill Trident Z5 RGB 32 GB,10499.0,328.1,Silver / Black,14.286,40.0,5,5600,2,16
GeIL ORION V RGB 32 GB,26999.0,843.6999999999999,Black,9.5,38.0,5,8000,2,16
Corsair Vengeance RGB Pro 32 GB,93020.0,2906.9,Black,8.908,19.0,4,4266,4,8
G.Skill Aegis 16 GB,3550.0,221.89999999999998,Black / Red,12.5,15.0,4,2400,1,16
Kingston FURY 32 GB,11977.0,374.3,White,15.385,40.0,5,5200,1,32
Kingston FURY Beast 16 GB,6159.0,384.90000000000003,Black,10.179,19.0,4,3733,2,8
Crucial CT2KIT25664AA667 4 GB,3999.0,999.8,Green,14.993,5.0,2,667,2,2
G.Skill Ripjaws 4 GB,1522.0,380.5,Black / Red,13.503,9.0,3,1333,1,4
Patriot Signature 4 GB,1129.0,282.2,Green,13.503,9.0,3,1333,1,4
Corsair Vengeance RGB 64 GB,63711.0,995.5,Black,10.667,16.0,4,3000,4,16
G.Skill Trident Z Royal 16 GB,57000.0,3562.5,Silver,7.5,18.0,4,4800,2,8
Kingston FURY Renegade 16 GB,6998.999999999999,437.4,Black,9.5,19.0,4,4000,2,8
Thermaltake TOUGHRAM XG RGB 64 GB,54999.0,859.4,Black / Silver,9.5,19.0,4,4000,2,32
Corsair Vengeance RGB RS 32 GB,15979.0,499.3,Black / Gray,10.0,16.0,4,3200,4,8
Kingston FURY Renegade 16 GB,6439.0,402.4,Black,9.5,19.0,4,4000,1,16
Kingston ValueRAM 16 GB,12999.0,812.4000000000001,Black / Green,14.065,15.0,4,2133,2,8
G.Skill Ripjaws X 32 GB,10935.0,341.7,Black / Blue,9.376,10.0,3,2133,4,8
G.Skill Trident Z Neo 16 GB,56787.0,3549.2,Black / Silver,7.368,14.0,4,3800,2,8
Mushkin Redline 32 GB,7430.0,232.20000000000002,White,10.0,18.0,4,3600,2,16
Mushkin Redline Lumina 32 GB,6998.999999999999,218.7,Black / Silver,10.0,16.0,4,3200,2,16
Corsair Dominator Platinum RGB 32 GB,15999.0,500.0,,12.0,36.0,5,6000,2,16
Kingston FURY Renegade 128 GB,30574.0,238.89999999999998,Black,10.0,16.0,4,3200,4,32
G.Skill Trident Z Royal 32 GB,13088.0,409.0,Gold,10.556,19.0,4,3600,2,16
G.Skill Trident Z RGB 16 GB,14537.0,908.6,Multicolor,8.908,19.0,4,4266,2,8
Kingston ValueRAM 1 GB,1315.0,1315.0,Green,13.503,9.0,3,1333,1,1
Corsair Dominator Platinum RGB 32 GB,13499.0,421.8,Black,10.0,18.0,4,3600,2,16
TEAMGROUP Elite Plus 16 GB,7998.999999999999,499.9,Black,13.333,40.0,5,6000,1,16
Kingston FURY Beast RGB 32 GB,12150.0,379.7,Black,12.857,36.0,5,5600,1,32
Kingston ValueRAM 1 GB,3036.0,3036.0,Green,12.5,5.0,2,800,1,1
ADATA XPG CASTER RGB 16 GB,23123.0,1445.2,Black / Silver,12.5,40.0,5,6400,1,16
Mushkin Enhanced Redline Stiletto 16 GB,4999.0,312.40000000000003,Black,9.0,18.0,4,4000,2,8
Mushkin Enhanced Redline Stiletto 16 GB,3799.0,237.4,Black,10.0,16.0,4,3200,2,8
Corsair Dominator Platinum RGB 16 GB,8480.0,530.0,White,10.0,16.0,4,3200,2,8
Corsair Vengeance RGB Pro 32 GB,34999.0,1093.7,Black,9.5,19.0,4,4000,4,8
G.Skill Ripjaws V 16 GB,27359.0,1709.9,Black / Red,10.0,15.0,4,3000,2,8
G.Skill F4-3600C14Q2-128GTRGA 128 GB,79999.0,625.0,Gold,7.778,14.0,4,3600,8,16
G.Skill Ripjaws V 32 GB,21462.0,670.6999999999999,Black,8.0,16.0,4,4000,2,16
G.Skill Ripjaws 16 GB,2999.0,187.4,,11.79,11.0,3,1866,2,8
G.Skill Trident Z 32 GB,10999.0,343.7,White / Black,12.0,36.0,5,6000,2,16
Kingston Fury Renegade RGB 16 GB,11399.0,712.4,Silver / Black,10.588,36.0,5,6800,1,16
G.Skill Trident Z Royal 64 GB,21999.0,343.7,Gold,8.889,16.0,4,3600,2,32
Corsair Vengeance LPX 64 GB,13999.0,218.7,Red / Black,12.189,13.0,4,2133,4,16
G.Skill Trident Z Royal Elite 16 GB,11999.0,749.9,Silver,8.889,16.0,4,3600,2,8
G.Skill Ripjaws X 8 GB,2299.0,287.40000000000003,Black / Blue,11.25,9.0,3,1600,1,8
Patriot Viper Steel 16 GB,12466.0,779.1,Silver / Black,9.194,19.0,4,4133,2,8
Neo Forza MARS 32 GB,6848.999999999999,214.0,Gray / Black,9.5,19.0,4,4000,2,16
G.Skill Ripjaws V 32 GB,17499.0,546.8,Black,10.0,18.0,4,3600,4,8
Kingston FURY Renegade 32 GB,8599.0,268.7,Black,9.752,13.0,4,2666,4,8
G.Skill Ripjaws X 4 GB,2147.0,536.7,Black / Red,11.25,9.0,3,1600,2,2
G.Skill Trident Z 32 GB,11500.0,359.4,Silver / White,10.0,16.0,4,3200,2,16
G.Skill Aegis 16 GB,2999.0,187.4,Black / Red,14.167,17.0,4,2400,1,16
Corsair Vengeance LPX 16 GB,12067.0,754.1999999999999,Black / Yellow,11.111,20.0,4,3600,2,8
Mushkin Proline 8 GB,2571.0,321.4,,14.167,17.0,4,2400,1,8
TEAMGROUP Elite Plus 16 GB,3699.0,231.2,Black,16.667,40.0,5,4800,1,16
Kingston FURY Renegade 16 GB,10953.0,684.6,White / Silver,10.588,36.0,5,6800,1,16
Corsair Vengeance LP 16 GB,7898.0,493.6,Black / Yellow,11.25,9.0,3,1600,2,8
G.Skill Trident Z Royal 64 GB,96100.0,1501.6,Gold,7.778,14.0,4,3600,4,16
Crucial CT2K16G4DFRA266 32 GB,9499.0,296.8,Green,14.254,19.0,4,2666,2,16
Corsair Vengeance LPX 8 GB,3499.0,437.4,Red,11.253,15.0,4,2666,2,4
G.Skill Trident Z RGB 64 GB,38000.0,593.8,Black,10.0,16.0,4,3200,4,16
Crucial CT102464BA160B 8 GB,2000.0,250.0,Green,13.75,11.0,3,1600,1,8
Corsair Vengeance LPX 16 GB,25486.0,1592.9,Black / Yellow,10.0,16.0,4,3200,4,4
Corsair Vengeance LPX 64 GB,34132.0,533.3000000000001,White,12.003,16.0,4,2666,4,16
G.Skill Trident Z RGB 32 GB,32968.0,1030.3000000000002,Black,10.667,16.0,4,3000,4,8
Thermaltake TOUGHRAM XG RGB 32 GB,30998.0,968.6999999999999,White / Silver,10.0,18.0,4,3600,2,16
PROXMEM KERBEROS TUF 32 GB,10999.0,343.7,Black / Silver,10.0,28.0,5,5600,2,16
G.Skill Trident Z RGB 16 GB,14928.0,933.0,Black,7.5,15.0,4,4000,2,8
G.Skill Trident Z RGB (For AMD) 64 GB,19002.0,296.9,Black,12.5,15.0,4,2400,4,16
G.Skill Trident Z 32 GB,17203.0,537.6,Silver / Black,8.75,14.0,4,3200,2,16
Mushkin Proline 16 GB,4288.0,268.0,,14.065,15.0,4,2133,1,16
G.Skill Trident Z RGB 16 GB,8999.0,562.4,Black,8.75,14.0,4,3200,2,8
OLOy Blade 32 GB,8799.0,275.0,White,10.667,32.0,5,6000,2,16
Kingston FURY Beast 8 GB,5734.0,716.8000000000001,Black,12.003,16.0,4,2666,2,4
Kingston FURY Beast 64 GB,12999.0,203.10000000000002,Black / Silver,10.0,16.0,4,3200,2,32
G.Skill Ares 16 GB,5521.0,345.1,Black / Orange,11.25,9.0,3,1600,4,4
Corsair XMS 16 GB,11779.0,736.2,Black / Silver,13.503,9.0,3,1333,2,8
AMD RG2133 Gamer 16 GB,29702.0,1856.4,,9.376,10.0,3,2133,4,4
Micron MT16KTF1G64AZ-1G6E1 8 GB,1500.0,187.5,Green,13.75,11.0,3,1600,1,8
Crucial CT32G4DFD8266 32 GB,7736.0,241.7,Green / Black,14.254,19.0,4,2666,1,32
Kingston FURY Renegade 16 GB,9626.0,601.6,Black,8.908,19.0,4,4266,2,8
PROXMEM KERBEROS TUF 32 GB,13999.0,437.5,Black / Silver,10.0,34.0,5,6800,2,16
Crucial CT2KIT102472BD160B 16 GB,9947.0,621.6999999999999,Black / Green,13.75,11.0,3,1600,2,8
Patriot Signature Premium 8 GB,1798.0,224.8,Black,14.167,17.0,4,2400,1,8
Corsair Vengeance LP 8 GB,3999.0,499.9,Black / Yellow,12.5,10.0,3,1600,1,8
G.Skill Trident Z RGB 32 GB,37900.0,1184.3999999999999,Black,9.444,17.0,4,3600,4,8
Corsair Vengeance RGB RT 256 GB,74999.0,293.0,Black,10.0,16.0,4,3200,8,32
TEAMGROUP T-Force Vulcan 16 GB,6700.0,418.79999999999995,Black,15.385,40.0,5,5200,1,16
Kingston ValueRAM 1 GB,3000.0,3000.0,Green,13.133,7.0,3,1066,1,1
Corsair ValueSelect 16 GB,3999.0,249.9,Black,13.503,18.0,4,2666,1,16
TEAMGROUP Elite 32 GB,4699.0,146.8,Black,13.75,22.0,4,3200,2,16
G.Skill Trident Z RGB 16 GB,13599.0,849.9000000000001,,7.778,14.0,4,3600,2,8
TEAMGROUP Elite 32 GB,7498.0,234.3,Black,16.667,40.0,5,4800,2,16
Mushkin Redline 32 GB,6959.0,217.49999999999997,White,10.0,16.0,4,3200,2,16
Neo Forza MARS 32 GB,13499.0,421.8,Gray / Black,9.5,19.0,4,4000,2,16
Mushkin Redline Lumina 32 GB,6998.999999999999,218.7,Black,10.0,18.0,4,3600,2,16
G.Skill Trident Z Royal Elite 32 GB,34141.0,1066.9,Silver,7.778,14.0,4,3600,2,16
G.Skill Ares 32 GB,13619.0,425.6,,9.167,11.0,3,2400,4,8
G.Skill Flare X 32 GB,8998.0,281.2,Black,10.0,16.0,4,3200,4,8
Corsair Vengeance RGB RT 16 GB,6498.999999999999,406.20000000000005,White / Black,10.0,16.0,4,3200,2,8
Patriot Viper Steel RGB 32 GB,5899.0,184.3,Black,11.25,18.0,4,3200,1,32
Mushkin Proline 32 GB,7812.0,244.1,,14.254,19.0,4,2666,1,32
Corsair Vengeance LPX 32 GB,36085.0,1127.6999999999998,Black / Yellow,10.0,16.0,4,3200,2,16
Corsair Vengeance RGB RT 128 GB,33900.0,264.8,Black,10.0,16.0,4,3200,4,32
Corsair Vengeance LPX 4 GB,1999.0,499.7,Black / Yellow,12.5,15.0,4,2400,1,4
Crucial Ballistix 2 GB,3899.0,1949.5,Yellow,10.0,4.0,2,800,2,1
Crucial CT32G4RFD424A 32 GB,5999.0,187.5,,14.167,17.0,4,2400,1,32
Samsung M471A4G43MB1 32 GB,10423.0,325.7,Green / Black,14.254,19.0,4,2666,1,32
Kingston FURY Renegade 8 GB,2850.0,356.2,Black,10.0,16.0,4,3200,1,8
TEAMGROUP T-Force / Night Hawk 16 GB,18682.0,1167.6,Black / Blue,10.0,16.0,4,3200,2,8
Kingston KCP421ND8/16 16 GB,3198.0,199.9,Green / Black,14.065,15.0,4,2133,1,16
G.Skill Trident Z5 RGB 32 GB,26522.000000000004,828.8000000000001,Silver / Black,12.857,36.0,5,5600,2,16
G.Skill Ripjaws V 32 GB,8417.0,263.0,Red / Black,14.254,19.0,4,2666,4,8
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,14497.999999999998,906.1,Black,10.0,18.0,4,3600,2,8
G.Skill Ripjaws V 8 GB,2299.0,287.40000000000003,Red,14.167,17.0,4,2400,1,8
Kingston FURY Impact 64 GB,14999.0,234.39999999999998,Black,12.5,20.0,4,3200,2,32
TEAMGROUP T-Create Expert 32 GB,10999.0,343.7,Black,10.0,32.0,5,6400,2,16
Kingston Server Premier 16 GB,5195.0,324.7,,13.75,22.0,4,3200,1,16
Mushkin Redline Lumina 32 GB,8622.0,269.4,White,10.0,18.0,4,3600,2,16
Corsair Vengeance LPX 32 GB,6998.0,218.7,Red,12.003,16.0,4,2666,2,16
G.Skill Trident Z Royal 64 GB,24499.0,382.8,Silver,8.75,14.0,4,3200,2,32
ADATA XPG CASTER RGB 32 GB,14699.0,459.3,Black / Silver,12.5,40.0,5,6400,2,16
Crucial CT16G4DFRA266 16 GB,4700.0,293.8,Green,14.254,19.0,4,2666,1,16
OLOy MD4U082619BBSA 8 GB,1898.0,237.3,Red / Black,14.254,19.0,4,2666,1,8
Mushkin Essentials 16 GB,3435.0,214.7,Black / Green,14.065,15.0,4,2133,2,8
Kingston FURY Beast 32 GB,8083.0,252.59999999999997,Black,12.003,16.0,4,2666,2,16
Corsair Vengeance RGB Pro SL 64 GB,16999.0,265.6,Black,10.0,16.0,4,3200,2,32
Corsair Dominator Platinum RGB 16 GB,8999.0,562.4,Black,10.0,18.0,4,3600,2,8
Kingston HyperX 16 GB,27988.0,1749.2,Blue / Silver,11.25,9.0,3,1600,4,4
G.Skill Aegis 8 GB,6898.0,862.3,Black / Red,14.065,15.0,4,2133,2,4
Corsair Vengeance LPX 16 GB,18920.0,1182.5,Black / Yellow,13.333,16.0,4,2400,2,8
Kingston ValueRAM 1 GB,1200.0,1200.0,Green,14.993,5.0,2,667,1,1
Corsair XMS3 4 GB,2499.0,624.7,Black / White,13.503,9.0,3,1333,1,4
Corsair Vengeance RGB Pro 128 GB,30999.0,242.20000000000002,Black,10.667,16.0,4,3000,4,32
Silicon Power SP008GBLFU240X02 8 GB,1975.0,246.89999999999998,,14.167,17.0,4,2400,1,8
G.Skill Trident Z5 RGB 32 GB,12699.0,396.8,White / Black,10.667,32.0,5,6000,2,16
PROXMEM KERBEROS TUF 32 GB,11999.0,375.0,Black / Silver,10.0,30.0,5,6000,2,16
G.Skill Trident Z RGB 32 GB,31243.0,976.3,Black,7.5,15.0,4,4000,4,8
G.Skill Trident Z Royal Elite 32 GB,27999.0,875.0,Gold,7.778,14.0,4,3600,2,16
G.Skill Sniper Gaming 16 GB,5156.0,322.3,Black / Red,10.718,10.0,3,1866,2,8
Corsair Vengeance Pro 32 GB,17499.0,546.8,Black / Silver,11.25,9.0,3,1600,4,8
G.Skill Sniper X 16 GB,4499.0,281.2,Black / Camo,10.0,16.0,4,3200,2,8
G.Skill Trident Z Royal 64 GB,21360.0,333.70000000000005,Gold,10.0,18.0,4,3600,2,32
G.Skill Trident Z5 RGB 32 GB,9999.0,312.5,White / Black,14.286,40.0,5,5600,2,16
G.Skill Trident Z Royal 128 GB,39885.0,311.6,Silver,10.0,16.0,4,3200,4,32
G.Skill Value 8 GB,1737.0,217.1,Black,13.503,9.0,3,1333,1,8
G.Skill NS 4 GB,1682.0,420.5,Green,13.503,9.0,3,1333,2,2
Crucial CT4G3S1067M 4 GB,900.0,225.0,Black / Green,13.133,7.0,3,1066,1,4
Crucial CT2K16G4RFS4266 32 GB,9999.0,312.5,Green / Black,14.254,19.0,4,2666,2,16
Crucial CT2K8G4DFS832A 16 GB,7520.0,470.0,Green / Black,13.75,22.0,4,3200,2,8
TEAMGROUP Elite Plus 16 GB,4599.0,287.40000000000003,Silver,14.286,40.0,5,5600,1,16
Corsair Dominator Platinum RGB 64 GB,22999.0,359.4,Black,15.385,40.0,5,5200,2,32
Corsair XMS3 8 GB,4999.0,624.9,Black / Silver,11.25,9.0,3,1600,2,4
G.Skill Ripjaws 32 GB,7445.0,232.7,Red,14.065,15.0,4,2133,4,8
Kingston KVR21N15D8/8 8 GB,4998.0,624.7,Black / Green,14.065,15.0,4,2133,1,8
Corsair Vengeance LPX 16 GB,5999.0,374.90000000000003,Red,12.003,16.0,4,2666,2,8
G.Skill Trident Z Royal 64 GB,44653.0,697.7,Gold,8.75,14.0,4,3200,4,16
G.Skill Trident Z Neo (For AMD Ryzen) 32 GB,11600.0,362.5,Black / White,13.503,18.0,4,2666,2,16
Kingston Fury Renegade RGB 64 GB,18516.0,289.29999999999995,Black / Silver,10.0,18.0,4,3600,2,32
Thermaltake TOUGHRAM XG RGB 64 GB,54999.0,859.4,White / Silver,9.5,19.0,4,4000,2,32
G.Skill NT 8 GB,5600.0,700.0,Black,12.5,15.0,4,2400,1,8
Supermicro MEM-DR432L-HL01-ER26 32 GB,7370.0,230.29999999999998,Green / Black,14.254,19.0,4,2666,1,32
G.Skill Trident Z RGB 16 GB,11999.0,749.9,Black,8.0,16.0,4,4000,2,8
G.Skill Trident Z Royal Elite 16 GB,11999.0,749.9,Gold,8.889,16.0,4,3600,2,8
Corsair Vengeance RGB RS 32 GB,16762.0,523.8000000000001,Black,10.0,18.0,4,3600,4,8
Kingston Fury Renegade RGB 32 GB,13046.0,407.7,Black / Silver,10.0,16.0,4,3200,4,8
G.Skill Trident Z RGB 128 GB,109900.0,858.6,,9.375,15.0,4,3200,8,16
Mushkin Redline 16 GB,3799.0,237.4,,10.0,16.0,4,3200,2,8
Kingston FURY Impact 16 GB,4286.0,267.9,Black,11.253,15.0,4,2666,2,8
Silicon Power SP008GBSFU266X02 8 GB,1499.0,187.4,,14.254,19.0,4,2666,1,8
Mushkin Redline Lumina 64 GB,14506.0,226.7,White,10.0,18.0,4,3600,2,32
Mushkin Redline Lumina 32 GB,9399.0,293.7,Black,9.0,18.0,4,4000,2,16
GeIL Orion AMD Edition 16 GB,3699.0,231.2,Red,10.0,18.0,4,3600,2,8
Samsung M391A2K43BB1-CRC 16 GB,7831.0,489.40000000000003,Green,14.167,17.0,4,2400,1,16
PROXMEM KERBEROS TUF 32 GB,12999.0,406.20000000000005,Black / Silver,10.0,32.0,5,6400,2,16
G.Skill Trident Z5 RGB 32 GB,11499.0,359.3,White / Black,10.714,30.0,5,5600,2,16
G.Skill Trident Z5 32 GB,12047.0,376.5,Black,14.286,40.0,5,5600,2,16
Thermaltake TOUGHRAM XG RGB 16 GB,13604.0,850.2,White / Silver,8.636,19.0,4,4400,2,8
G.Skill Trident Z RGB 16 GB,11494.0,718.4,Black,9.0,18.0,4,4000,2,8
G.Skill Trident Z RGB 16 GB,6706.999999999999,419.20000000000005,Black,10.556,19.0,4,3600,2,8
G.Skill Ripjaws V 32 GB,26522.000000000004,828.8000000000001,Black,7.727,17.0,4,4400,2,16
TEAMGROUP Elite Plus 32 GB,8199.0,256.2,Silver,16.154,42.0,5,5200,2,16
G.Skill Ripjaws V 32 GB,7144.0,223.20000000000002,Red,14.254,19.0,4,2666,2,16
G.Skill Ripjaws S5 32 GB,10699.0,334.3,Black,12.667,38.0,5,6000,2,16
G.Skill Trident X 16 GB,9931.0,620.6999999999999,Black / Red,8.333,10.0,3,2400,4,4
G.Skill Ripjaws 4 16 GB,4540.0,283.70000000000005,Red,12.5,15.0,4,2400,2,8
Corsair Dominator Platinum RGB 32 GB,11999.0,375.0,Black,10.0,16.0,4,3200,2,16
Crucial CT2K8G4DFRA266 16 GB,5450.0,340.6,Green,14.254,19.0,4,2666,2,8
G.Skill Ripjaws 16 GB,6250.0,390.6,Red,11.253,15.0,4,2666,4,4
G.Skill Ripjaws 4 8 GB,3278.0,409.8,Red,12.5,15.0,4,2400,2,4
G.Skill NS 16 GB,3811.0,238.20000000000002,Black,12.5,15.0,4,2400,2,8
Corsair Vengeance RGB Pro 32 GB,23372.0,730.4,Black,12.003,16.0,4,2666,4,8
Mushkin Silverline 16 GB,3699.0,231.2,Silver / Green,14.065,15.0,4,2133,2,8
Crucial CT16G4DFD832A 16 GB,6254.0,390.9,Green / Black,13.75,22.0,4,3200,1,16
Kingston Fury Renegade RGB 32 GB,9922.0,310.1,Black,10.0,18.0,4,3600,1,32
Kingston FURY 32 GB,14647.0,457.7,White,14.286,40.0,5,5600,1,32
Kingston KCP316NS8/4 4 GB,2518.0,629.5,Black / Green,13.75,11.0,3,1600,1,4
Silicon Power SP008GBLFU213B02 8 GB,2058.0,257.2,,14.065,15.0,4,2133,1,8
G.Skill Ripjaws 16 GB,3399.0,212.4,Black / Blue,13.333,16.0,4,2400,1,16
Crucial CT2K32G52C42S5 64 GB,21999.0,343.7,Black,16.154,42.0,5,5200,2,32
Patriot Viper Elite II 64 GB,10799.0,168.70000000000002,Red / Black,13.503,18.0,4,2666,2,32
